gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score
UBE2D4	ENSG00000078967	chr7	1.1105e+00	1.3531e+00
UBE2E1	7324	NA	5.5403e-01	2.6207e+00
UBE2E1	ENSG00000170142	chr3	5.5403e-01	2.6207e+00
UBE2E2	7325	NA	4.7868e-01	2.0718e+00
UBE2E2	ENSG00000182247	chr3	4.7868e-01	2.0718e+00
UBE2E3	10477	NA	4.4469e-01	4.5544e+00
UBE2E3	ENSG00000170035	chr2	4.4469e-01	4.5544e+00
UBE2F	140739	NA	3.5505e-01	2.4689e+00
UBE2F	ENSG00000184182	chr2	3.5505e-01	2.4689e+00
UBE2F-SCLY	ENSG00000258984	chr2	NA	1.9236e+00
UBE2G1	7326	NA	4.6380e-01	3.4626e+00
UBE2G1	ENSG00000132388	chr17	4.6380e-01	3.4626e+00
UBE2G2	7327	NA	7.3734e-01	1.9712e+00
UBE2G2	ENSG00000184787	chr21	7.3734e-01	1.9712e+00
UBE2H	7328	NA	2.6711e-01	4.5236e+00
UBE2H	ENSG00000186591	chr7	2.6711e-01	4.5236e+00
UBE2I	7329	NA	2.9607e-01	4.0396e+00
UBE2I	ENSG00000103275	chr16	2.9607e-01	4.0396e+00
UBE2J1	51465	NA	6.0503e-01	2.1261e+00
UBE2J1	ENSG00000198833	chr6	6.0503e-01	2.1261e+00
UBE2J2	118424	NA	3.6704e-01	2.6157e+00
UBE2J2	ENSG00000160087	chr1	3.6704e-01	2.6157e+00
UBE2K	3093	NA	3.9488e-01	4.9556e+00
UBE2K	ENSG00000078140	chr4	3.9488e-01	4.9556e+00
UBE2L3	7332	NA	2.6685e-01	4.6891e+00
UBE2L3	ENSG00000185651	chr22	2.6685e-01	4.6891e+00
UBE2L5	171222	NA	7.7678e-01	1.9100e+00
UBE2L5	ENSG00000236444	chr13	7.7678e-01	1.9100e+00
UBE2L6	9246	NA	1.3374e+00	7.4177e-02
UBE2L6	ENSG00000156587	chr11	1.3374e+00	7.4177e-02
UBE2M	9040	NA	2.6765e-01	3.6305e+00
UBE2M	ENSG00000130725	chr19	2.6765e-01	3.6305e+00
UBE2N	7334	NA	NA	4.0655e+00
UBE2N	ENSG00000177889	chr12	NA	4.0655e+00
UBE2NL	ENSG00000276380	chrX	NA	-2.5497e-01
UBE2O	63893	NA	1.8359e-01	4.5568e+00
UBE2O	ENSG00000175931	chr17	1.8359e-01	4.5568e+00
UBE2Q1	55585	NA	1.9695e-01	4.9071e+00
UBE2Q1	ENSG00000160714	chr1	1.9695e-01	4.9071e+00
UBE2Q2	92912	NA	1.1315e+00	1.8036e-01
UBE2Q2	ENSG00000140367	chr15	1.1315e+00	1.8036e-01
UBE2QL1	134111	NA	8.3498e-01	3.5336e+00
UBE2QL1	ENSG00000215218	chr5	8.3498e-01	3.5336e+00
UBE2R2	54926	NA	1.7061e-01	4.7757e+00
UBE2R2	ENSG00000107341	chr9	1.7061e-01	4.7757e+00
UBE2S	27338	NA	6.3254e-01	2.4773e+00
UBE2S	ENSG00000108106	chr19	6.3254e-01	2.4773e+00
UBE2T	29089	NA	9.9004e-01	1.0548e+00
UBE2T	ENSG00000077152	chr1	9.9004e-01	1.0548e+00
UBE2U	148581	NA	1.2372e+00	6.0545e-01
UBE2U	ENSG00000177414	chr1	1.2372e+00	6.0545e-01
UBE2V1	7335	NA	1.1804e+00	1.8752e+00
UBE2V1	ENSG00000244687	chr20	1.1804e+00	1.8752e+00
UBE2V2	7336	NA	9.1451e-01	1.5641e+00
UBE2V2	ENSG00000169139	chr8	9.1451e-01	1.5641e+00
UBE2W	55284	NA	9.8142e-01	2.8655e+00
UBE2W	ENSG00000104343	chr8	9.8142e-01	2.8655e+00
UBE2Z	65264	NA	5.1971e-01	2.6818e+00
UBE2Z	ENSG00000159202	chr17	5.1971e-01	2.6818e+00
UBE3A	7337	NA	1.4195e-01	7.6862e+00
UBE3A	ENSG00000114062	chr15	1.4195e-01	7.6862e+00
UBE3B	89910	NA	7.2837e-01	1.9239e+00
UBE3B	ENSG00000151148	chr12	7.2837e-01	1.9239e+00
UBE3C	9690	NA	4.1988e-01	3.1712e+00
UBE3C	ENSG00000009335	chr7	4.1988e-01	3.1712e+00
UBE3D	90025	NA	1.2304e+00	3.2391e-01
UBE3D	ENSG00000118420	chr6	1.2304e+00	3.2391e-01
UBE4A	9354	NA	5.1774e-01	2.7157e+00
UBE4A	ENSG00000110344	chr11	5.1774e-01	2.7157e+00
UBE4B	10277	NA	2.5139e-01	5.1506e+00
UBE4B	ENSG00000130939	chr1	2.5139e-01	5.1506e+00
UBFD1	56061	NA	5.5387e-01	1.5536e+00
UBFD1	ENSG00000103353	chr16	5.5387e-01	1.5536e+00
UBIAD1	29914	NA	9.6903e-01	1.8004e+00
UBIAD1	ENSG00000120942	chr1	9.6903e-01	1.8004e+00
UBL3	5412	NA	6.4308e-01	1.2108e+00
UBL3	ENSG00000122042	chr13	6.4308e-01	1.2108e+00
UBL4A	8266	NA	8.0561e-01	4.9084e-01
UBL4A	ENSG00000102178	chrX	8.0561e-01	4.9084e-01
UBL4B	164153	NA	NA	4.6957e-01
UBL4B	ENSG00000186150	chr1	NA	4.6957e-01
UBL5	59286	NA	1.7726e+00	1.5241e+00
UBL5	ENSG00000198258	chr19	1.7726e+00	1.5241e+00
UBL7	84993	NA	7.2602e-01	1.4700e+00
UBL7	ENSG00000138629	chr15	7.2602e-01	1.4700e+00
UBLCP1	134510	NA	9.0471e-01	2.1039e+00
UBLCP1	ENSG00000164332	chr5	9.0471e-01	2.1039e+00
UBN1	29855	NA	2.3505e-01	-2.2911e+00
UBN1	ENSG00000118900	chr16	2.3505e-01	-2.2911e+00
UBN2	254048	NA	3.8617e-01	-3.1177e-01
UBN2	ENSG00000157741	chr7	3.8617e-01	-3.1177e-01
UBOX5	22888	NA	9.8308e-01	1.4688e+00
UBOX5	ENSG00000185019	chr20	9.8308e-01	1.4688e+00
UBP1	7342	NA	4.1293e-01	3.8300e+00
UBP1	ENSG00000153560	chr3	4.1293e-01	3.8300e+00
UBQLN1	29979	NA	3.1603e-01	2.5840e+00
UBQLN1	ENSG00000135018	chr9	3.1603e-01	2.5840e+00
UBQLN2	29978	NA	2.8325e-01	1.1220e+00
UBQLN2	ENSG00000188021	chrX	2.8325e-01	1.1220e+00
UBQLN3	50613	NA	1.6630e+00	-1.6051e+00
UBQLN3	ENSG00000175520	chr11	1.6630e+00	-1.6051e+00
UBQLN4	56893	NA	3.0134e-01	5.7237e+00
UBQLN4	ENSG00000160803	chr1	3.0134e-01	5.7237e+00
UBQLNL	143630	NA	NA	-3.9269e-01
UBQLNL	ENSG00000175518	chr11	NA	-3.9269e-01
UBR1	197131	NA	4.9658e-01	3.0685e+00
UBR1	ENSG00000159459	chr15	4.9658e-01	3.0685e+00
UBR2	23304	NA	4.4139e-01	4.6361e+00
UBR2	ENSG00000024048	chr6	4.4139e-01	4.6361e+00
UBR3	130507	NA	4.1868e-01	5.4667e+00
UBR3	ENSG00000144357	chr2	4.1868e-01	5.4667e+00
UBR4	23352	NA	2.5005e-01	8.7999e+00
UBR4	ENSG00000127481	chr1	2.5005e-01	8.7999e+00
UBR5	51366	NA	8.7977e-02	9.1477e+00
UBR5	ENSG00000104517	chr8	8.7977e-02	9.1477e+00
UBR7	55148	NA	5.5145e-01	2.2255e+00
UBR7	ENSG00000012963	chr14	5.5145e-01	2.2255e+00
UBTD1	80019	NA	1.2828e+00	7.9603e-01
UBTD1	ENSG00000165886	chr10	1.2828e+00	7.9603e-01
UBTD2	92181	NA	7.9483e-01	1.2400e+00
UBTD2	ENSG00000168246	chr5	7.9483e-01	1.2400e+00
UBTF	7343	NA	1.2852e-01	7.1461e+00
UBTF	ENSG00000108312	chr17	1.2852e-01	7.1461e+00
UBTFL1	642623	NA	4.6045e-01	5.6788e+00
UBTFL1	ENSG00000255009	chr11	4.6045e-01	5.6788e+00
UBXN1	51035	NA	7.1929e-01	1.7874e-01
UBXN1	ENSG00000162191	chr11	7.1929e-01	1.7874e-01
UBXN10	127733	NA	1.7226e+00	7.1815e-01
UBXN10	ENSG00000162543	chr1	1.7226e+00	7.1815e-01
UBXN11	91544	NA	9.8844e-01	3.4555e-01
UBXN11	ENSG00000158062	chr1	9.5423e-01	3.9318e-01
UBXN2A	165324	NA	1.3514e+00	1.1087e+00
UBXN2A	ENSG00000173960	chr2	1.3514e+00	1.1087e+00
UBXN2B	137886	NA	7.4341e-01	4.9875e-01
UBXN2B	ENSG00000215114	chr8	7.4341e-01	4.9875e-01
UBXN4	23190	NA	7.0064e-01	1.1635e+00
UBXN4	ENSG00000144224	chr2	7.0064e-01	1.1635e+00
UBXN6	80700	NA	1.1000e+00	-1.3249e+00
UBXN6	ENSG00000167671	chr19	1.1000e+00	-1.3249e+00
UBXN7	26043	NA	2.7092e-01	4.7304e+00
UBXN7	ENSG00000163960	chr3	2.7092e-01	4.7304e+00
UBXN8	7993	NA	1.1612e+00	1.3061e-01
UBXN8	ENSG00000104691	chr8	1.1612e+00	1.3061e-01
UCHL1	7345	NA	3.1538e-01	1.1213e+00
UCHL1	ENSG00000154277	chr4	3.1538e-01	1.1213e+00
UCHL3	7347	NA	8.7763e-01	1.2274e+00
UCHL3	ENSG00000118939	chr13	8.7763e-01	1.2274e+00
UCHL5	51377	NA	8.4062e-01	2.0773e+00
UCHL5	ENSG00000116750	chr1	8.4062e-01	2.0773e+00
UCK1	83549	NA	8.5543e-01	8.8300e-01
UCK1	ENSG00000130717	chr9	8.5543e-01	8.8300e-01
UCK2	7371	NA	3.8477e-01	3.0037e+00
UCK2	ENSG00000143179	chr1	3.8477e-01	3.0037e+00
UCKL1	54963	NA	1.3494e+00	1.2376e+00
UCKL1	ENSG00000198276	chr20	1.3494e+00	1.2376e+00
UCMA	221044	NA	1.3902e+00	-4.4847e-01
UCMA	ENSG00000165623	chr10	1.3902e+00	-4.4847e-01
UCN	7349	NA	1.6153e+00	-1.9392e-01
UCN	ENSG00000163794	chr2	1.6153e+00	-1.9392e-01
UCN2	90226	NA	4.8515e+00	8.2646e-01
UCN2	ENSG00000145040	chr3	4.8515e+00	8.2646e-01
UCN3	114131	NA	2.1452e+00	6.7744e-02
UCN3	ENSG00000178473	chr10	2.1452e+00	6.7744e-02
UCP1	7350	NA	1.2877e+00	-2.8755e-01
UCP1	ENSG00000109424	chr4	1.2877e+00	-2.8755e-01
UCP2	7351	NA	1.1913e+00	7.6478e-01
UCP2	ENSG00000175567	chr11	1.1913e+00	7.6478e-01
UCP3	7352	NA	1.2015e+00	5.2239e-01
UCP3	ENSG00000175564	chr11	1.2015e+00	5.2239e-01
UEVLD	55293	NA	1.0230e+00	7.3862e-01
UEVLD	ENSG00000151116	chr11	1.0230e+00	7.3862e-01
UFC1	51506	NA	1.1203e+00	5.5557e-01
UFC1	ENSG00000143222	chr1	1.1203e+00	5.5557e-01
UFD1	7353	NA	4.5073e-01	3.7011e+00
UFD1	ENSG00000070010	chr22	4.5073e-01	3.7011e+00
UFL1	23376	NA	9.4877e-01	1.3969e-02
UFL1	ENSG00000014123	chr6	9.4877e-01	1.3969e-02
UFM1	51569	NA	1.0211e+00	2.8050e-01
UFM1	ENSG00000120686	chr13	1.0211e+00	2.8050e-01
UFSP1	402682	NA	NA	-2.4698e+00
UFSP1	ENSG00000176125	chr7	NA	-2.4698e+00
UFSP2	55325	NA	9.2112e-01	9.7896e-01
UFSP2	ENSG00000109775	chr4	9.2112e-01	9.7896e-01
UGCG	7357	NA	3.4254e-01	3.3291e+00
UGCG	ENSG00000148154	chr9	3.4254e-01	3.3291e+00
UGDH	7358	NA	9.8377e-01	2.4455e+00
UGDH	ENSG00000109814	chr4	9.8377e-01	2.4455e+00
UGGT1	56886	NA	6.1612e-01	1.9165e+00
UGGT1	ENSG00000136731	chr2	6.1612e-01	1.9165e+00
UGGT2	55757	NA	1.0605e+00	-5.3688e-01
UGGT2	ENSG00000102595	chr13	1.0605e+00	-5.3688e-01
UGP2	7360	NA	1.0620e+00	2.4908e+00
UGP2	ENSG00000169764	chr2	1.0620e+00	2.4908e+00
UGT1A1	54658	NA	1.0868e+00	-3.7589e-01
UGT1A1	ENSG00000241635	chr2	1.0868e+00	-3.7589e-01
UGT1A10	54575	NA	1.3586e+00	-1.2601e+00
UGT1A10	ENSG00000242515	chr2	1.3586e+00	-1.2601e+00
UGT1A3	54659	NA	1.0211e+00	-1.0866e+00
UGT1A3	ENSG00000288702	chr2	1.0211e+00	-1.0866e+00
UGT1A4	54657	NA	1.0458e+00	-1.1562e+00
UGT1A4	ENSG00000244474	chr2	1.0458e+00	-1.1562e+00
UGT1A5	54579	NA	9.8173e-01	-2.5236e-03
UGT1A5	ENSG00000288705	chr2	9.8173e-01	-2.5236e-03
UGT1A6	54578	NA	9.6898e-01	-3.8310e-01
UGT1A6	ENSG00000167165	chr2	9.6898e-01	-3.8310e-01
UGT1A7	54577	NA	9.6729e-01	-2.9361e-01
UGT1A7	ENSG00000244122	chr2	9.6729e-01	-2.9361e-01
UGT1A8	54576	NA	1.1247e+00	-8.9535e-01
UGT1A8	ENSG00000242366	chr2	1.1247e+00	-8.9535e-01
UGT1A9	54600	NA	1.0304e+00	-3.3736e-01
UGT1A9	ENSG00000241119	chr2	1.0304e+00	-3.3736e-01
UGT2A1	10941	NA	1.6584e+00	-1.3317e+00
UGT2A1	ENSG00000173610	chr4	1.6624e+00	-1.3297e+00
UGT2A2	574537	NA	1.4661e+00	-2.1684e+00
UGT2A2	ENSG00000271271	chr4	1.4661e+00	-2.1684e+00
UGT2A3	79799	NA	1.5604e+00	-1.9051e+00
UGT2A3	ENSG00000135220	chr4	1.5604e+00	-1.9051e+00
UGT2B10	7365	NA	1.4727e+00	-1.3438e+00
UGT2B10	ENSG00000109181	chr4	1.4727e+00	-1.3438e+00
UGT2B11	10720	NA	1.2020e+00	-3.2129e+00
UGT2B11	ENSG00000213759	chr4	1.2020e+00	-3.2129e+00
UGT2B15	7366	NA	1.0359e+00	9.2957e-02
UGT2B15	ENSG00000196620	chr4	1.0359e+00	9.2957e-02
UGT2B17	7367	NA	6.2803e-01	4.7539e+00
UGT2B17	ENSG00000197888	chr4	6.2803e-01	4.7539e+00
UGT2B28	54490	NA	1.3227e+00	-3.9992e-01
UGT2B28	ENSG00000135226	chr4	1.3227e+00	-3.9992e-01
UGT2B4	7363	NA	1.2475e+00	-1.7250e+00
UGT2B4	ENSG00000156096	chr4	1.2475e+00	-1.7250e+00
UGT2B7	7364	NA	1.2406e+00	-1.6771e+00
UGT2B7	ENSG00000171234	chr4	1.2406e+00	-1.6771e+00
UGT3A1	133688	NA	1.3832e+00	-1.3118e-01
UGT3A1	ENSG00000145626	chr5	1.3832e+00	-1.3118e-01
UGT3A2	167127	NA	1.0796e+00	4.4127e-01
UGT3A2	ENSG00000168671	chr5	1.0796e+00	4.4127e-01
UGT8	7368	NA	4.8064e-01	2.2724e+00
UGT8	ENSG00000174607	chr4	4.8064e-01	2.2724e+00
UHMK1	127933	NA	6.0700e-01	1.1097e+00
UHMK1	ENSG00000152332	chr1	6.0700e-01	1.1097e+00
UHRF1	29128	NA	1.6270e-01	6.4047e+00
UHRF1	ENSG00000276043	chr19	1.6270e-01	6.4047e+00
UHRF1BP1	54887	NA	7.0279e-01	2.1472e+00
UHRF1BP1	ENSG00000065060	chr6	7.0279e-01	2.1472e+00
UHRF1BP1L	23074	NA	5.7815e-01	1.2959e+00
UHRF1BP1L	ENSG00000111647	chr12	5.7815e-01	1.2959e+00
UHRF2	115426	NA	3.3671e-01	4.0367e+00
UHRF2	ENSG00000147854	chr9	3.3671e-01	4.0367e+00
UIMC1	51720	NA	6.3980e-01	3.3142e-01
UIMC1	ENSG00000087206	chr5	6.3980e-01	3.3142e-01
ULBP1	80329	NA	1.5147e+00	-1.4275e+00
ULBP1	ENSG00000111981	chr6	1.5147e+00	-1.4275e+00
ULBP2	80328	NA	1.2835e+00	1.3401e+00
ULBP2	ENSG00000131015	chr6	1.2835e+00	1.3401e+00
ULBP3	79465	NA	1.4027e+00	3.6196e-02
ULBP3	ENSG00000131019	chr6	1.4027e+00	3.6196e-02
ULK1	8408	NA	5.1959e-01	9.5991e-01
ULK1	ENSG00000177169	chr12	5.1959e-01	9.5991e-01
ULK2	9706	NA	7.2171e-01	1.7993e+00
ULK2	ENSG00000083290	chr17	7.2171e-01	1.7993e+00
ULK3	25989	NA	9.7624e-01	1.1872e+00
ULK3	ENSG00000140474	chr15	9.7624e-01	1.1872e+00
ULK4	54986	NA	9.5661e-01	-8.8677e-01
ULK4	ENSG00000168038	chr3	9.5661e-01	-8.8677e-01
UMAD1	729852	NA	2.3490e+00	-2.4856e+00
UMAD1	ENSG00000219545	chr7	2.3490e+00	-2.4856e+00
UMOD	7369	NA	1.1935e+00	1.2706e+00
UMOD	ENSG00000169344	chr16	1.1935e+00	1.2706e+00
UMODL1	89766	NA	1.0874e+00	-4.1434e-01
UMODL1	ENSG00000177398	chr21	1.0874e+00	-4.1434e-01
UMPS	7372	NA	7.7804e-01	1.0279e+00
UMPS	ENSG00000114491	chr3	7.7804e-01	1.0279e+00
UNC119	9094	NA	1.0228e+00	3.2588e-01
UNC119	ENSG00000109103	chr17	1.0228e+00	3.2588e-01
UNC119B	84747	NA	1.0399e+00	2.5330e-01
UNC119B	ENSG00000175970	chr12	1.0399e+00	2.5330e-01
UNC13A	23025	NA	3.4370e-01	7.1100e+00
UNC13A	ENSG00000130477	chr19	3.4370e-01	7.1100e+00
UNC13B	ENSG00000198722	chr9	7.8377e-01	2.1449e+00
UNC13C	440279	NA	8.0399e-01	-1.8904e+00
UNC13C	ENSG00000137766	chr15	8.0399e-01	-1.8904e+00
UNC13D	201294	NA	8.8484e-01	7.8404e-01
UNC13D	ENSG00000092929	chr17	8.8484e-01	7.8404e-01
UNC45A	55898	NA	9.1247e-01	3.8709e-01
UNC45A	ENSG00000140553	chr15	9.1247e-01	3.8709e-01
UNC45B	146862	NA	9.5406e-01	-4.9728e-01
UNC45B	ENSG00000141161	chr17	9.5406e-01	-4.9728e-01
UNC50	25972	NA	1.0713e+00	1.4475e+00
UNC50	ENSG00000115446	chr2	1.0713e+00	1.4475e+00
UNC5A	90249	NA	3.3245e-01	3.6662e+00
UNC5A	ENSG00000113763	chr5	3.3245e-01	3.6662e+00
UNC5B	219699	NA	6.7481e-01	1.0767e+00
UNC5B	ENSG00000107731	chr10	6.7481e-01	1.0767e+00
UNC5C	8633	NA	6.0085e-01	1.2975e+00
UNC5C	ENSG00000182168	chr4	6.0085e-01	1.2975e+00
UNC5CL	222643	NA	1.0048e+00	9.2850e-01
UNC5CL	ENSG00000124602	chr6	1.0048e+00	9.2850e-01
UNC5D	137970	NA	4.8331e-01	2.6005e+00
UNC5D	ENSG00000156687	chr8	4.8331e-01	2.6005e+00
UNC79	ENSG00000133958	chr14	1.7194e-01	7.0680e+00
UNC80	285175	NA	4.8541e-01	5.3870e+00
UNC80	ENSG00000144406	chr2	4.8541e-01	5.3870e+00
UNC93A	54346	NA	1.1681e+00	-4.8660e-01
UNC93A	ENSG00000112494	chr6	1.1681e+00	-4.8660e-01
UNC93B1	81622	NA	7.7676e-01	2.1829e+00
UNC93B1	ENSG00000110057	chr11	7.7676e-01	2.1829e+00
UNCX	340260	NA	6.1806e-01	5.7528e-01
UNCX	ENSG00000164853	chr7	6.1806e-01	5.7528e-01
UNG	7374	NA	1.2403e+00	1.4099e-01
UNG	ENSG00000076248	chr12	1.2403e+00	1.4099e-01
UNK	85451	NA	4.4049e-01	4.2130e+00
UNK	ENSG00000132478	chr17	4.4049e-01	4.2130e+00
UNKL	64718	NA	9.5391e-01	-1.4936e+00
UNKL	ENSG00000059145	chr16	9.5391e-01	-1.4936e+00
UPB1	51733	NA	1.0599e+00	1.3086e-01
UPB1	ENSG00000100024	chr22	1.0599e+00	1.3086e-01
UPF1	5976	NA	1.2160e-01	8.0513e+00
UPF1	ENSG00000005007	chr19	1.2160e-01	8.0513e+00
UPF2	26019	NA	1.8031e-01	3.9866e+00
UPF2	ENSG00000151461	chr10	1.8031e-01	3.9866e+00
UPF3A	65110	NA	1.0147e+00	4.0026e-01
UPF3A	ENSG00000169062	chr13	1.0147e+00	4.0026e-01
UPF3B	65109	NA	3.2638e-01	2.9253e+00
UPF3B	ENSG00000125351	chrX	3.2638e-01	2.9253e+00
UPK1A	11045	NA	1.4100e+00	1.0734e-01
UPK1A	ENSG00000105668	chr19	1.2961e+00	3.9212e-01
UPK1B	7348	NA	1.1226e+00	-9.6866e-02
UPK1B	ENSG00000114638	chr3	1.1226e+00	-9.6866e-02
UPK2	7379	NA	1.8881e+00	1.1130e-01
UPK2	ENSG00000110375	chr11	1.8881e+00	1.1130e-01
UPK3A	7380	NA	1.5547e+00	-4.5819e-02
UPK3A	ENSG00000100373	chr22	1.5547e+00	-4.5819e-02
UPK3B	105375355	NA	1.0955e+00	1.5409e+00
UPK3B	ENSG00000243566	chr7	1.0955e+00	1.5409e+00
UPK3BL1	100134938	NA	NA	NA
UPK3BL1	ENSG00000267368	chr7	NA	NA
UPK3BL2	107983993	NA	4.2054e-01	4.6058e+00
UPK3BL2	ENSG00000284981	chr7	4.2054e-01	4.6058e+00
UPP1	7378	NA	1.1803e+00	8.9353e-01
UPP1	ENSG00000183696	chr7	1.1803e+00	8.9353e-01
UPP2	151531	NA	1.2197e+00	2.0795e-01
UPP2	ENSG00000007001	chr2	1.2197e+00	2.0795e-01
UPRT	139596	NA	4.6577e-01	1.6211e+00
UPRT	ENSG00000094841	chrX	4.6577e-01	1.6211e+00
UQCC1	55245	NA	1.0383e+00	3.0010e-01
UQCC1	ENSG00000101019	chr20	1.0383e+00	3.0010e-01
UQCC2	84300	NA	1.5170e+00	7.6328e-01
UQCC2	ENSG00000137288	chr6	1.5170e+00	7.6328e-01
UQCC3	790955	NA	2.2647e+00	-6.9188e-01
UQCC3	ENSG00000204922	chr11	2.2647e+00	-6.9188e-01
UQCR10	29796	NA	1.7436e+00	-7.3672e-01
UQCR10	ENSG00000184076	chr22	1.7436e+00	-7.3672e-01
UQCR11	10975	NA	2.2224e+00	-5.3598e-01
UQCR11	ENSG00000127540	chr19	2.2224e+00	-5.3598e-01
UQCRB	7381	NA	9.8032e-01	-3.7682e-01
UQCRB	ENSG00000156467	chr8	9.8032e-01	-3.7682e-01
UQCRC1	7384	NA	7.8053e-01	6.0369e-01
UQCRC1	ENSG00000010256	chr3	7.8053e-01	6.0369e-01
UQCRC2	7385	NA	1.1177e+00	7.6125e-01
UQCRC2	ENSG00000140740	chr16	1.1177e+00	7.6125e-01
UQCRFS1	7386	NA	7.5767e-01	3.6458e+00
UQCRFS1	ENSG00000169021	chr19	7.5767e-01	3.6458e+00
UQCRH	7388	NA	1.3443e+00	9.2190e-01
UQCRH	ENSG00000173660	chr1	1.3443e+00	9.2190e-01
UQCRHL	440567	NA	2.1821e+00	-2.2096e-01
UQCRHL	ENSG00000233954	chr1	2.1821e+00	-2.2096e-01
UQCRQ	27089	NA	1.9766e+00	-9.5539e-02
UQCRQ	ENSG00000164405	chr5	1.9766e+00	-9.5539e-02
URAD	646625	NA	1.9807e+00	-1.1942e+00
URAD	ENSG00000183463	chr13	1.9807e+00	-1.1942e+00
URB1	9875	NA	9.1493e-01	1.1121e+00
URB1	ENSG00000142207	chr21	9.1493e-01	1.1121e+00
URB2	9816	NA	8.5079e-01	7.1170e-01
URB2	ENSG00000135763	chr1	8.5079e-01	7.1170e-01
URGCP	55665	NA	8.3959e-01	3.6447e+00
URGCP	ENSG00000106608	chr7	8.3959e-01	3.6447e+00
URGCP-MRPS24	100534592	NA	9.0231e-01	7.8881e-01
URGCP-MRPS24	ENSG00000270617	chr7	9.0231e-01	7.8881e-01
URI1	8725	NA	8.4586e-01	-4.1519e-01
URI1	ENSG00000105176	chr19	8.4586e-01	-4.1519e-01
URM1	81605	NA	1.0299e+00	4.3686e-02
URM1	ENSG00000167118	chr9	1.0299e+00	4.3686e-02
UROC1	131669	NA	1.0640e+00	3.2259e-01
UROC1	ENSG00000159650	chr3	1.0640e+00	3.2259e-01
UROD	7389	NA	9.6081e-01	1.7832e+00
UROD	ENSG00000126088	chr1	9.6081e-01	1.7832e+00
UROS	7390	NA	8.0880e-01	5.2554e-01
UROS	ENSG00000188690	chr10	8.0880e-01	5.2554e-01
USB1	79650	NA	1.0119e+00	3.9165e-01
USB1	ENSG00000103005	chr16	1.0119e+00	3.9165e-01
USE1	55850	NA	1.1417e+00	5.1994e-01
USE1	ENSG00000053501	chr19	1.1417e+00	5.1994e-01
USF1	7391	NA	6.7785e-01	2.3970e+00
USF1	ENSG00000158773	chr1	6.7785e-01	2.3970e+00
USF2	7392	NA	5.1849e-01	1.2341e+00
USF2	ENSG00000105698	chr19	5.1849e-01	1.2341e+00
USF3	205717	NA	2.5099e-01	2.3667e+00
USF3	ENSG00000176542	chr3	2.5099e-01	2.3667e+00
USH1C	10083	NA	8.9886e-01	3.3339e-02
USH1C	ENSG00000006611	chr11	8.9886e-01	3.3339e-02
USH1G	124590	NA	1.1666e+00	-5.9212e-01
USH1G	ENSG00000182040	chr17	1.1666e+00	-5.9212e-01
USH2A	7399	NA	8.8934e-01	-1.6530e+00
USH2A	ENSG00000042781	chr1	8.8934e-01	-1.6530e+00
USHBP1	83878	NA	1.0772e+00	-2.2577e-01
USHBP1	ENSG00000130307	chr19	1.0772e+00	-2.2577e-01
USO1	8615	NA	5.7086e-01	1.8583e+00
USO1	ENSG00000138768	chr4	5.7086e-01	1.8583e+00
USP1	7398	NA	3.6952e-01	1.8053e+00
USP1	ENSG00000162607	chr1	3.6952e-01	1.8053e+00
USP10	9100	NA	3.7187e-01	-2.7133e-01
USP10	ENSG00000103194	chr16	3.7187e-01	-2.7133e-01
USP11	8237	NA	1.4439e-01	4.7608e+00
USP11	ENSG00000102226	chrX	1.4439e-01	4.7608e+00
USP12	219333	NA	6.1325e-01	4.1460e+00
USP12	ENSG00000152484	chr13	6.1325e-01	4.1460e+00
USP13	8975	NA	7.7182e-01	1.9133e+00
USP13	ENSG00000058056	chr3	7.7182e-01	1.9133e+00
USP14	9097	NA	6.5089e-01	2.1040e+00
USP14	ENSG00000101557	chr18	6.5089e-01	2.1040e+00
USP15	9958	NA	2.1003e-01	4.4440e+00
USP15	ENSG00000135655	chr12	2.1003e-01	4.4440e+00
USP16	10600	NA	9.7059e-01	2.3324e-01
USP16	ENSG00000156256	chr21	9.7059e-01	2.3324e-01
USP17L1	401447	NA	1.7304e+00	-1.5371e+00
USP17L1	ENSG00000230549	chr8	1.7304e+00	-1.5371e+00
USP17L10	100287144	NA	NA	1.0967e+00
USP17L10	ENSG00000231396	chr4	NA	1.0967e+00
USP17L11	100287178	NA	NA	NA
USP17L11	ENSG00000233136	chr4	NA	NA
USP17L17	100287327	NA	NA	NA
USP17L17	ENSG00000249104	chr4	NA	NA
USP17L18	100287364	NA	NA	3.7111e+00
USP17L18	ENSG00000250844	chr4	NA	3.7111e+00
USP17L2	377630	NA	9.9440e-01	1.3451e+00
USP17L2	ENSG00000223443	chr8	9.9440e-01	1.3451e+00
USP17L22	100287513	NA	NA	2.8911e+00
USP17L22	ENSG00000248933	chr4	NA	2.8911e+00
USP17L23	ENSG00000250913	chr4	NA	NA
USP17L4	645402	NA	1.2049e+00	2.5362e+00
USP17L4	ENSG00000236125	chr8	1.2049e+00	2.5362e+00
USP17L7	392197	NA	1.7714e+00	-4.5164e+00
USP17L7	ENSG00000226430	chr8	1.7714e+00	-4.5164e+00
USP17L8	392188	NA	NA	2.8631e-01
USP17L8	ENSG00000237038	chr8	NA	2.8631e-01
USP18	11274	NA	3.7398e-01	3.0909e+00
